X,Y,DESCRIPTION,LAYER,ELEVATION,HEIGHT_ABO,CLASS,INTENSITY,SCAN_ANGLE,RETURN_CNT,RETURN_NUM,GPS_TIME,RED,GREEN,BLUE,NIR,NDVI,NDWI,SOURCE_ID,SCANNER_CH,USER_DATA,KEY_POINT,ID,ERALDISE_N,KVARTALI_N,KATASTRI_N,key6,TO+ID_tree,TO+ID_1 bi,TO+ID_1 sp,TO+ID_1 pi,TO+ID_1 al,TO+ID_1 la,TO+ID_1 co,TO+ID_1 as,TO+ID_1 wi,TO+ID_1 gr
691035.060,6468951.230,High Vegetation,High Vegetation,49.49,17.851  m,5,33597,-9.0,3,1,238572871.5855784,16640,20224,13824,40960,0.42,-0.34,19291,0,179,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.040,6468951.150,High Vegetation,High Vegetation,43.00,11.36  m,5,37595,-9.0,3,2,238572871.5855784,12800,15360,13056,27136,0.36,-0.28,19291,0,114,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.280,6468951.040,Ground,Ground,31.78,0.15  m,2,45612,-9.0,3,3,238572871.5855784,11264,14336,10752,26880,0.41,-0.30,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.400,6468950.960,Ground,Ground,31.76,0.114  m,2,42510,-9.0,2,2,238572871.5855813,10752,11264,11008,13824,0.12,-0.10,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.510,6468951.100,High Vegetation,High Vegetation,45.17,13.537  m,5,43668,-9.0,2,1,238572871.5855813,10752,13568,9984,33024,0.51,-0.42,19291,0,135,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.130,6468950.990,High Vegetation,High Vegetation,42.03,10.4  m,5,30692,-9.0,2,1,238572871.5855841,7168,8960,7168,16384,0.39,-0.29,19291,0,103,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.510,6468950.880,Ground,Ground,31.77,0.118  m,2,44301,-9.0,2,2,238572871.5855841,9472,10496,11264,14592,0.21,-0.16,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.500,6468950.930,High Vegetation,High Vegetation,43.09,11.444  m,5,31784,-9.0,3,2,238572871.5855868,10752,11264,11008,13824,0.12,-0.10,19291,0,113,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.420,6468951.000,High Vegetation,High Vegetation,48.93,17.3  m,5,42270,-9.0,3,1,238572871.5855868,12288,15360,10240,34816,0.48,-0.39,19291,0,172,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.190,6468950.900,High Vegetation,High Vegetation,46.63,14.981  m,5,42532,-9.0,3,2,238572871.5855896,11008,11520,10752,17664,0.23,-0.21,19291,0,149,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.260,6468950.980,High Vegetation,High Vegetation,53.42,21.79  m,5,27917,-9.0,3,1,238572871.5855896,8960,11776,8192,24320,0.46,-0.35,19291,0,216,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.160,6468950.890,High Vegetation,High Vegetation,51.64,19.99  m,5,46442,-9.0,2,2,238572871.5855924,11008,11520,10752,17664,0.23,-0.21,19291,0,199,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.410,6468950.910,High Vegetation,High Vegetation,53.20,21.553  m,5,32723,-9.0,2,1,238572871.5855924,10752,11264,11008,13824,0.12,-0.10,19291,0,214,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.910,6468950.860,High Vegetation,High Vegetation,55.40,23.748  m,5,40391,-9.0,2,1,238572871.5855952,8960,10240,9216,15104,0.26,-0.19,19291,0,236,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.310,6468950.820,High Vegetation,High Vegetation,51.58,19.927  m,5,40522,-9.0,2,2,238572871.5855952,10752,10496,11776,13312,0.11,-0.12,19291,0,198,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.960,6468952.390,Ground,Ground,31.70,0.089  m,2,38971,-9.0,2,2,238572871.5987434,5376,5888,5632,14848,0.47,-0.43,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.140,6468952.320,Ground,Ground,31.58,-0.0099999998  m,2,39408,-9.0,3,3,238572871.5987463,7936,8960,9216,16128,0.34,-0.29,19291,0,0,Y,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.830,6468952.360,High Vegetation,High Vegetation,47.34,15.732  m,5,28376,-9.0,3,2,238572871.5987519,5376,5888,5632,14848,0.47,-0.43,19291,0,157,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.020,6468952.300,High Vegetation,High Vegetation,42.18,10.593  m,5,32155,-9.0,3,3,238572871.5987519,7936,8960,9216,16128,0.34,-0.29,19291,0,106,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.380,6468952.400,High Vegetation,High Vegetation,50.92,19.283  m,5,30539,-9.0,3,1,238572871.5987519,8448,9472,9216,18688,0.38,-0.33,19291,0,192,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.150,6468952.300,High Vegetation,High Vegetation,48.22,16.629  m,5,36896,-9.0,3,3,238572871.5987547,7936,8960,9216,16128,0.34,-0.29,19291,0,166,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.820,6468952.350,High Vegetation,High Vegetation,52.53,20.922  m,5,36896,-9.0,3,2,238572871.5987547,5376,5888,5632,14848,0.47,-0.43,19291,0,208,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.220,6468952.380,High Vegetation,High Vegetation,55.11,23.472  m,5,30735,-9.0,3,1,238572871.5987547,8448,9472,9216,17920,0.36,-0.31,19291,0,234,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.660,6468952.030,Ground,Ground,31.65,0.013  m,2,39910,-9.0,2,2,238572871.5987575,14080,15360,13568,26624,0.31,-0.27,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.470,6468952.240,High Vegetation,High Vegetation,49.65,18.063  m,5,48124,-9.0,2,1,238572871.5987575,8448,8960,8704,15616,0.30,-0.27,19291,0,180,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.850,6468951.960,Ground,Ground,31.63,0  m,2,53629,-9.0,1,1,238572871.5987603,16128,19456,12800,43264,0.46,-0.38,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.030,6468951.890,Ground,Ground,31.71,0.08  m,2,51925,-9.0,3,3,238572871.5987631,16384,20224,14848,38656,0.40,-0.31,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.120,6468952.120,High Vegetation,High Vegetation,51.47,19.844  m,5,29447,-9.0,3,2,238572871.5987631,14336,17920,13568,37632,0.45,-0.35,19291,0,198,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.380,6468952.140,High Vegetation,High Vegetation,53.12,21.499  m,5,26607,-9.0,3,1,238572871.5987631,14592,18176,14336,39936,0.46,-0.37,19291,0,215,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.140,6468951.810,Ground,Ground,31.76,0.111  m,2,41876,-9.0,2,2,238572871.5987658,7680,9216,8704,10496,0.15,-0.06,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.210,6468951.950,High Vegetation,High Vegetation,44.92,13.289  m,5,42838,-9.0,2,1,238572871.5987658,17664,20224,14080,37632,0.36,-0.30,19291,0,133,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.320,6468951.740,Ground,Ground,31.65,0  m,2,33160,-9.0,3,3,238572871.5987687,5376,5888,5632,12800,0.41,-0.37,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.720,6468951.910,High Vegetation,High Vegetation,46.88,15.25  m,5,46682,-9.0,3,2,238572871.5987687,18432,22016,15360,43008,0.40,-0.32,19291,0,152,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.470,6468951.960,High Vegetation,High Vegetation,51.64,20.008  m,5,29905,-9.0,3,1,238572871.5987687,17152,19456,15104,34816,0.34,-0.28,19291,0,200,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.280,6468951.860,High Vegetation,High Vegetation,49.72,18.09  m,5,26126,-9.0,4,2,238572871.5987715,18176,22272,15616,43776,0.41,-0.33,19291,0,180,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.550,6468951.890,High Vegetation,High Vegetation,51.44,19.81  m,5,44454,-9.0,4,1,238572871.5987715,18176,22272,15616,44288,0.42,-0.33,19291,0,198,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.490,6468951.810,High Vegetation,High Vegetation,44.72,13.075  m,5,33138,-9.0,4,3,238572871.5987715,8704,10496,8704,16128,0.30,-0.21,19291,0,130,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.680,6468951.740,High Vegetation,High Vegetation,44.98,13.33  m,5,30473,-9.0,3,2,238572871.5987742,7680,9216,8704,13824,0.29,-0.20,19291,0,133,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.490,6468951.800,High Vegetation,High Vegetation,50.07,18.425  m,5,44760,-9.0,3,1,238572871.5987742,10240,12800,10752,17664,0.27,-0.16,19291,0,183,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.000,6468951.750,High Vegetation,High Vegetation,52.14,20.49  m,5,36109,-9.0,4,1,238572871.5987770,7936,9472,8960,12032,0.21,-0.12,19291,0,204,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.480,6468951.710,High Vegetation,High Vegetation,48.87,17.22  m,5,39189,-9.0,4,2,238572871.5987770,4864,5888,5632,10752,0.38,-0.29,19291,0,172,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.230,6468951.680,High Vegetation,High Vegetation,52.97,21.32  m,5,34165,-9.0,3,1,238572871.5987799,5376,5888,5632,12800,0.41,-0.37,19291,0,213,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.080,6468953.150,Ground,Ground,31.69,0.108  m,2,42641,-9.0,2,2,238572871.6119311,7168,8192,8448,18432,0.44,-0.38,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.700,6468953.350,High Vegetation,High Vegetation,48.59,16.953  m,5,30320,-9.0,2,1,238572871.6119311,14848,16896,13056,36864,0.43,-0.37,19291,0,169,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691039.930,6468953.350,High Vegetation,High Vegetation,55.48,23.839  m,5,31653,-9.0,3,1,238572871.6119339,9472,12288,8192,30976,0.53,-0.43,19291,0,238,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.290,6468953.160,Unclassified,Unclassified,38.40,6.814  m,1,36634,-9.0,3,2,238572871.6119339,9216,10240,9984,18688,0.34,-0.29,19291,0,67,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.250,6468953.080,Unclassified,Unclassified,31.74,0.16  m,1,40675,-9.0,3,3,238572871.6119339,7424,7680,8192,13824,0.30,-0.29,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691035.390,6468953.000,Unclassified,Unclassified,31.77,0.158  m,1,40544,-9.0,2,2,238572871.6119367,7424,8960,8448,22784,0.51,-0.44,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.840,6468953.120,High Vegetation,High Vegetation,41.13,9.55  m,5,33095,-9.0,2,1,238572871.6119367,8448,9984,9984,16384,0.32,-0.24,19291,0,95,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.040,6468953.040,High Vegetation,High Vegetation,41.38,9.8  m,5,27808,-9.0,5,4,238572871.6119395,10496,10752,11264,13824,0.14,-0.12,19291,0,97,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.530,6468952.930,Ground,Ground,31.68,0.059  m,2,38119,-9.0,5,5,238572871.6119395,15616,18176,16128,34816,0.38,-0.31,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691036.430,6468953.080,High Vegetation,High Vegetation,43.89,12.31  m,5,41767,-9.0,5,3,238572871.6119395,5632,6656,6912,14848,0.45,-0.38,19291,0,122,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691038.160,6468953.210,High Vegetation,High Vegetation,55.01,23.386  m,5,30146,-9.0,5,1,238572871.6119395,7424,8704,7680,17920,0.41,-0.35,19291,0,234,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691037.050,6468953.130,High Vegetation,High Vegetation,47.87,16.289  m,5,31238,-9.0,5,2,238572871.6119395,7168,8192,8448,18432,0.44,-0.38,19291,0,162,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.690,6468952.870,Ground,Ground,31.73,0.091  m,2,50221,-9.0,1,1,238572871.6119423,14592,17152,14336,31744,0.37,-0.30,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.830,6468952.790,Unclassified,Unclassified,31.86,0.212  m,1,53760,-9.0,1,1,238572871.6119451,10752,13568,9216,32512,0.50,-0.41,19291,0,1,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.000,6468952.720,Ground,Ground,31.76,0.113  m,2,50942,-9.0,1,1,238572871.6119479,12544,14080,13056,26112,0.35,-0.30,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.830,6468952.760,High Vegetation,High Vegetation,42.64,10.992  m,5,27612,-9.0,4,3,238572871.6119507,10752,13568,9216,32512,0.50,-0.41,19291,0,109,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691031.120,6468952.640,Ground,Ground,31.74,0.152  m,2,40478,-9.0,4,4,238572871.6119507,7936,7936,9984,13056,0.24,-0.24,19291,0,0,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691034.720,6468952.910,High Vegetation,High Vegetation,54.67,23.049  m,5,28201,-9.0,4,1,238572871.6119507,14080,16640,14592,33280,0.41,-0.33,19291,0,230,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691033.010,6468952.770,High Vegetation,High Vegetation,43.75,12.102  m,5,31697,-9.0,4,2,238572871.6119507,12288,15104,11008,32000,0.45,-0.36,19291,0,120,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691030.220,6468952.570,Ground,Ground,31.57,-0.017  m,2,39976,-9.0,2,2,238572871.6119535,9984,10240,11264,14080,0.17,-0.16,19291,0,0,Y,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.660,6468952.740,High Vegetation,High Vegetation,47.04,15.393  m,5,37988,-9.0,2,1,238572871.6119535,8704,11520,7168,27904,0.52,-0.42,19291,0,153,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.420,6468952.710,High Vegetation,High Vegetation,50.75,19.103  m,5,35083,-9.0,3,3,238572871.6119563,11264,13312,9472,29696,0.45,-0.38,19291,0,190,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.540,6468952.720,High Vegetation,High Vegetation,51.51,19.863  m,5,34427,-9.0,3,2,238572871.6119563,11264,13312,9472,29696,0.45,-0.38,19291,0,197,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
691032.830,6468952.740,High Vegetation,High Vegetation,53.32,21.673  m,5,36481,-9.0,3,1,238572871.6119563,10752,13568,9216,32512,0.50,-0.41,19291,0,216,,774456.000000000000000,14.000000000000000,JS049,91501:008:0103,if(91501:008:0103="KATASTRI_N" and JS049="KVARTALI_N" and 14="ERALDISE_N";774456,сосна,20,27,53,0,0,0,0,0,0
